customer_id,credit_score,age,balance,products_number,credit_card,active_member,estimated_salary,tenure,churn
436,576,80,231624.09563124974,4,0,1,114466.45905810215,4,0
437,664,71,247771.40863460072,1,0,0,149739.47315474317,8,0
438,486,78,246048.22813546358,2,0,0,144950.53928489616,4,0
439,706,64,203208.07177478692,3,0,0,34270.48806088151,3,0
440,582,52,185072.77917728623,1,0,0,118587.61816592097,6,0
441,726,39,179417.9308356781,4,1,0,22513.57411530725,3,0
442,846,63,112102.56657052695,3,1,0,98821.06842057884,6,0
443,829,63,14277.816973563728,1,1,1,148106.65638141433,3,1
444,707,24,80348.57475247362,1,1,0,29898.696412647252,6,0
445,398,88,247011.56555601372,3,1,1,62525.61434025729,7,0
446,320,19,215024.92920592974,1,1,0,25768.022212979526,3,0
447,823,35,61791.13327959204,3,0,0,114827.96437435831,7,0
448,789,41,14274.533475161556,2,1,1,113841.32162296471,5,0
449,712,63,178211.39943005517,3,0,1,52965.681385951684,8,0
450,714,26,67502.68187434063,3,1,0,80642.30070879456,5,0
451,708,57,232472.95859960432,1,0,1,133593.27363257873,6,0
452,774,84,38731.40279972359,3,1,0,58491.0452368418,8,0
453,315,83,114302.03758085558,3,1,0,116064.60463998864,1,1
454,647,51,219368.40471410574,3,0,1,102281.60938758808,6,0
455,747,62,12750.699602224635,2,0,1,137299.45958473894,4,0
456,313,22,223210.75842079776,3,0,1,84988.21763087866,8,0
457,501,75,166437.37919390516,4,1,0,51815.026701562136,8,0
458,506,64,239702.83678169106,1,1,1,119629.34922667223,7,0
459,308,52,215147.48827572257,3,1,0,42479.907961882,5,0
460,421,22,56862.845434497016,1,0,1,84330.32898149687,6,0
461,326,19,111235.32137536738,1,1,1,73556.12387955458,5,0
462,666,59,46552.08562106658,2,0,1,105923.94003074177,8,0
463,491,81,111644.09759691518,2,0,1,129059.4932740664,8,0
464,356,24,159476.7130260847,2,0,1,97159.98787088065,6,0
465,677,54,147682.48321940278,4,1,0,54495.8242363063,1,0
466,310,46,1406.4691708653709,4,1,0,104414.30390554245,5,0
467,682,25,140712.18683809726,1,1,1,146860.9244556558,6,0
468,452,83,6983.980622146252,1,1,1,147235.56175353396,8,1
469,642,70,171831.22773643676,2,0,0,90714.82013697203,3,0
470,472,62,87682.56960171234,2,1,0,50390.75733882449,1,1
471,464,32,113556.6686006124,3,1,0,50730.69934540792,5,0
472,748,59,34090.28197989211,4,1,1,120327.46109812679,3,0
473,389,59,156539.62588756622,4,1,1,76470.6670478446,4,0
474,602,53,188282.17462998893,3,1,0,51244.693487563694,1,0
475,673,84,150826.8038187665,2,1,0,103347.13238811513,5,0
476,478,80,96041.60705470193,4,0,1,81810.99616308836,4,0
477,764,25,60472.760303826115,4,1,0,52694.26192233972,1,0
478,411,36,1977.8306333027017,2,1,0,143402.31328957243,2,1
479,488,27,190887.54423397596,1,1,0,67316.2814430451,2,1
480,416,88,240023.13607342582,1,0,0,73602.64521710755,7,1
481,651,29,201917.22947470797,2,1,0,80604.67989182871,4,0
482,344,56,86400.81465928633,1,1,1,27403.4357041042,2,1
483,620,31,197045.7223761124,4,1,0,92003.68355954626,3,0
484,767,55,136276.801085177,3,1,1,109172.36877287159,6,0
485,303,33,19244.974740843412,1,1,0,29121.358655830954,9,1
486,568,83,13369.511195991307,4,0,0,20306.301868068098,8,0
487,353,26,117725.05609716571,1,1,1,117160.62592240711,3,0
488,831,50,142265.34676386902,2,1,1,85687.63354949447,9,0
489,587,23,237796.73973828912,1,1,0,147008.55086308124,1,0
490,448,57,173368.8729304819,3,0,0,124907.85202052587,7,0
491,325,35,184095.50829109867,2,1,0,112689.7675750637,4,0
492,504,57,182416.28396051752,3,0,1,34555.04096429265,9,0
493,688,65,213120.3645624791,2,0,1,69682.967022161,7,0
494,509,27,235027.07441349223,1,1,1,61644.65570447308,8,0
495,582,44,78260.5166283037,1,0,0,24808.55179268577,9,0
496,310,79,234648.15965380077,1,1,0,49310.16491619813,7,1
497,640,27,179871.72856329865,3,0,0,114626.13086812831,5,0
498,827,31,90279.01825303397,4,1,0,112218.9023172755,8,0
499,525,56,28795.536111011348,3,1,1,64651.62584635957,8,0
500,791,70,184188.16846823553,2,1,1,104000.62167684111,7,0
501,450,79,34611.965840146644,4,0,1,95938.10651391448,9,1
502,521,43,190731.58673209674,3,0,0,63564.8931821246,3,0
503,304,79,239702.90720441143,1,1,1,37310.21298398916,2,1
504,495,28,28855.598581084967,2,0,1,28644.27100846089,9,0
505,538,48,180673.85455693444,1,1,0,124846.23841565305,4,0
506,507,48,119908.07650691221,2,1,0,22220.33184171029,1,0
507,575,40,247218.10300332378,3,1,0,108052.1953657275,8,0
508,557,54,128862.12150618107,3,1,0,32504.212383612437,9,0
509,803,74,230555.38378483558,3,0,0,83280.5089156521,7,0
510,375,39,103541.28639644792,4,0,1,26356.364863543655,9,0
511,365,51,45352.44896916288,4,1,0,115729.11052996853,3,0
512,429,20,10907.439985760491,2,0,0,89447.76396065037,5,0
513,745,22,160232.85652145717,1,1,0,57624.43969400656,1,0
514,584,63,183868.35840867469,1,0,1,29728.253770650772,4,0
515,785,81,58008.290973905336,2,0,0,84694.25766858761,3,0
516,787,42,200183.0624110005,4,0,0,48059.01707398203,5,0
517,614,70,135122.07765043253,4,1,0,140245.5950694879,4,0
518,464,32,201640.204566675,1,0,0,103971.45998483739,9,0
519,723,66,224856.5900210286,1,1,0,72706.08886988688,7,0
520,673,66,229735.81031713064,4,1,0,112209.69551443981,2,0
521,377,86,10446.751401492287,1,1,0,82073.54040818548,8,1
522,638,58,27171.569197489338,4,1,1,38096.05460421781,1,0
523,403,83,147562.48530935918,3,1,0,54802.083462288894,7,0
524,574,37,114703.45366306267,3,1,0,125355.69804599918,1,0
525,849,76,17271.06896384087,2,0,0,64989.67276489648,1,1
526,431,62,126095.17663420885,2,0,1,44715.73163631148,4,0
527,682,65,18589.57392745916,3,0,1,130859.0643780205,4,0
528,326,56,222339.55012833758,3,1,1,85856.6310248561,3,0
529,461,67,26467.610135244955,2,0,1,102341.65047079138,8,1
530,409,73,167833.93607699103,3,0,0,29841.050486196436,7,0
531,497,40,8703.089098778428,2,1,0,83462.99306257765,3,0
532,526,43,135956.3379072276,2,1,1,148985.49761276325,2,0
533,765,68,28204.080213169225,2,0,0,141338.7388461748,3,0
534,657,75,206421.4087153769,3,1,1,135861.42699160072,9,0
535,730,87,39968.7926552636,2,0,0,142106.80794919218,2,1
536,692,88,89773.65331873613,2,1,0,105752.20630548635,8,0
537,381,71,70608.76437927551,4,1,1,86696.98232477802,3,0
538,432,23,93202.33160115787,4,1,0,83321.61994096354,8,0
539,779,30,248238.8032593456,1,1,0,24800.048919968744,8,0
540,362,83,43538.611415246814,1,1,0,144855.65723300315,8,1
541,482,65,128440.32328210078,3,0,0,127032.85634255488,3,0
542,446,45,195775.09327108058,1,0,1,133576.99003591368,2,1
543,452,19,161644.8765915996,1,1,1,146815.41191741853,2,1
544,568,31,7402.504970900614,1,1,0,25408.74441118443,8,0
545,722,81,204236.0540215375,2,1,0,31709.243977362974,1,0
546,447,38,34442.62086884215,2,0,1,35429.01412980904,7,0
547,410,28,63886.65964366891,4,0,1,77970.99293009075,7,0
548,586,80,85051.90860800658,3,0,0,31682.714111179856,6,0
549,637,25,216027.1889332506,4,1,0,47987.60852364343,2,0
550,385,52,155386.82218408355,4,1,1,134520.0214815635,5,0
551,550,27,122505.99705099124,3,1,1,56609.279048156604,9,0
552,339,25,5775.829755667261,1,0,1,63571.064882970735,6,1
553,353,70,220627.66113886095,4,0,0,52126.81309831928,8,0
554,803,70,205553.2697363259,2,0,1,116208.1153451929,5,0
555,642,42,224782.09868819718,1,0,1,121903.87657023604,9,0
556,371,30,46843.9283925873,1,0,1,34087.519142598336,3,1
557,801,88,198437.37521356888,1,1,0,75748.88106037602,7,0
558,629,55,42224.85838539911,1,1,0,94740.53436739296,8,0
559,510,26,126091.8332535989,3,0,1,55281.53274649319,3,0
560,523,83,31055.90618188231,3,0,0,67623.5015899066,2,1
561,799,41,183745.4019776937,4,0,0,64159.379234974105,3,0
562,539,73,6943.236571884726,3,1,1,43744.53703213966,3,0
563,800,39,100187.49823224497,1,0,0,70671.10041163873,8,0
564,570,86,102418.87664266805,4,0,0,138641.3847126871,1,0
565,678,49,39754.049290396746,4,1,1,96285.20680304775,9,0
566,496,55,200010.05987760055,4,0,0,34152.071817157645,8,0
567,697,38,133915.74862696708,2,1,0,72975.35819355765,7,0
568,840,33,119524.16683464551,2,0,1,125839.79053991969,9,0
569,378,21,227709.62800222496,3,1,0,133522.8160298082,4,0
570,488,69,149016.6798688736,3,0,1,70478.53650787537,2,1
571,571,21,103129.01868718829,1,0,0,144448.49101485085,7,0
572,780,87,192734.61349095413,2,0,0,75468.9149921341,7,0
573,326,31,110542.48875566706,4,0,1,96713.59698169754,1,0
574,335,73,134068.48970024998,1,0,0,120785.0627150778,7,1
575,598,77,74799.40567676502,1,0,0,105445.011888331,2,1
576,575,44,30381.218965979035,3,1,1,89031.93425721128,3,0
577,773,49,178378.1529051716,4,1,0,35754.08794450818,3,0
578,501,25,131684.4040611296,2,1,0,74585.19993955188,7,0
579,608,38,73591.87189551194,2,1,1,148321.98078424996,6,0
580,376,87,238187.11543899562,4,1,1,31815.18867372245,6,0
581,347,45,31471.11417340265,3,0,1,143932.59797756549,8,0
582,666,77,121511.82808362396,2,1,1,85084.57733375487,7,0
583,634,34,209799.5742813175,1,1,1,67065.03376421801,4,0
584,628,47,200769.39642045865,3,0,1,36597.84417704005,7,0
585,357,71,195757.64249300666,4,0,1,62257.63299790383,8,0
586,793,73,73776.45474753722,2,1,1,117400.09284605633,8,0
587,710,62,116334.84723263685,4,0,0,90507.00392154028,4,0
588,446,25,170123.88687934706,4,0,0,69144.53656702314,2,0
589,346,81,197321.61150803856,1,0,0,129663.34762239961,8,1
590,606,37,188812.89412140756,1,1,1,99044.69510969834,2,0
591,602,36,19897.037437978634,1,0,0,138161.39634499224,4,0
592,708,68,123138.97906060217,3,0,1,74626.93802120311,2,0
593,379,65,166626.0780433366,4,1,1,108526.35996938948,9,0
594,534,70,198137.83939600416,4,1,1,98199.24978596834,4,0
595,715,76,143634.94870304846,4,0,0,47738.79083961186,8,0
596,496,52,47284.441763068644,1,1,1,77239.20076832818,9,1
597,675,66,186865.7247528379,2,0,0,41890.47330242162,2,0
598,368,53,158919.96432641023,3,1,0,84183.89420973326,3,0
599,586,84,175075.5320890426,2,1,1,32953.44980371458,4,0
600,700,75,95732.64046942978,2,0,0,47612.10838375669,5,0
601,322,81,199966.9556474725,3,0,1,53545.0737018541,7,0
602,506,47,189235.01465561267,4,0,1,27480.173739325648,7,0
603,689,48,35282.87941646,4,0,1,43081.524522437,6,0
604,453,71,81761.44732515034,3,0,0,38543.97038526095,5,0
605,736,41,59647.45750358516,1,0,1,149508.0832543231,9,0
606,383,34,186967.27244663113,3,1,0,40903.44008017176,8,0
607,806,39,191936.0903858971,4,1,1,143800.7778860315,5,0
608,670,36,51630.11129766873,1,0,0,66473.52502841913,5,0
609,845,41,180030.74449998024,2,0,1,97983.70028310994,4,0
610,670,55,31552.49971846652,3,0,1,86405.80577501896,9,0
611,729,20,212708.77663840243,2,0,0,87009.00659859007,5,0
612,531,45,236507.80262641973,2,0,1,125443.57998742974,6,0
613,315,83,84269.59827717594,2,0,1,49719.48188385745,7,0
614,386,43,83465.38403100625,4,1,1,59237.891510184985,1,0
615,597,28,54054.60181788119,4,1,1,102020.72401050324,4,0
616,757,63,171528.2977197789,3,0,0,134759.6064964069,4,0
617,344,89,96832.82698658522,4,1,1,37953.26172939202,1,1
618,685,53,143237.18906032437,2,1,0,109137.8825643369,7,0
619,678,27,81357.30804303745,4,1,0,111087.1979817539,9,0
620,445,79,51528.819108299176,4,0,0,33904.68150586166,2,1
621,423,34,75669.43676643411,4,0,0,106293.80111555062,4,0
622,463,77,66155.37913265813,4,1,0,30014.860838454006,8,0
623,512,36,246867.9017109742,2,1,1,110837.16376015013,8,0
624,644,30,91068.35705733532,1,0,0,53476.197021926346,8,0
625,504,59,31234.810578905675,1,0,1,72713.02651201768,3,0
626,525,64,159298.4867598928,3,0,0,52408.14408379523,7,0
627,601,19,111936.76759494057,2,0,0,134769.7379937155,7,0
628,316,39,64935.13512706065,1,0,0,30513.932293158232,6,0
629,453,59,141041.81129668065,2,0,0,61340.74049730728,5,0
630,623,64,171792.15838470584,2,1,1,31889.58167573206,9,0
631,506,72,37963.038816745175,2,1,0,78530.48876483855,7,0
632,753,31,182780.4379153615,4,1,1,110931.38619369864,1,0
633,474,83,20518.07567033492,4,1,1,73930.96061741866,2,1
634,798,67,69896.52060343935,3,0,0,22907.490589810797,4,0
635,316,55,51421.55692853195,2,1,1,144093.15764230286,6,0
636,444,24,209421.1205098549,4,1,1,45277.6205469643,2,0
637,344,85,135285.46669771455,4,0,0,63259.268444568836,9,0
638,793,39,134084.7389289208,1,0,0,77875.48203040278,8,0
639,304,41,238661.7736012204,1,0,1,74519.1154038881,2,1
640,725,26,192720.9486412539,4,1,1,113656.71799826765,4,0
641,689,56,43020.64912810569,1,1,0,110753.1903137124,1,1
642,810,43,29692.253984907435,2,0,1,127406.78557898792,9,0
643,686,88,122876.52030511251,4,0,0,145080.01775353536,4,0
644,784,77,146868.13449978794,3,0,1,59702.18706960479,3,0
645,311,33,216062.25361025956,3,0,0,68505.07252812087,8,0
646,682,72,134232.0026103289,3,0,0,53105.00761125391,9,0
647,815,56,67414.03893436879,1,0,0,50842.9869564401,1,0
648,410,74,195683.2978026048,2,1,1,111046.4661111332,1,1
649,313,66,69493.04905706822,2,0,1,66906.84245176175,8,0
650,318,63,176970.13753117,1,0,0,33508.054015603746,9,1
651,483,42,88855.2587667254,1,1,1,29911.800803244994,8,0
652,748,35,59443.56748284071,2,1,0,115683.83869007077,2,0
653,776,84,6829.172722486843,4,1,1,97589.42828382639,2,1
654,603,87,129069.68545925754,2,1,1,136027.62916985928,6,0
655,600,28,131248.92725125558,3,1,0,80401.16491466129,2,0
656,767,81,245554.2969012286,3,1,1,73083.25431172493,4,0
657,545,71,39771.47965221709,3,1,1,130177.36639366338,7,0
658,742,53,42756.45247982712,3,0,1,112878.71641746211,8,0
659,425,57,120964.22702386067,3,0,0,131015.1996382571,2,0
660,382,88,129854.8736450916,3,0,0,137243.46835996467,7,0
661,531,55,183999.8928192586,3,1,1,36339.56352539492,7,0
662,300,19,120287.43324400332,3,0,1,59992.59717473538,1,0
663,469,22,214002.38923320695,1,0,0,103945.62779261734,1,1
664,613,73,161026.79937435949,4,0,1,83928.65249146348,8,0
665,307,59,32381.395516793087,1,0,1,119176.82119228439,2,1
666,467,50,161927.57815337015,2,0,1,109667.95701508605,7,0
667,774,89,133923.32122213164,3,1,1,112257.220931002,9,0
668,788,41,206315.76711059504,1,1,1,97129.94308922577,7,0
669,437,27,39707.318032405296,2,0,1,24150.39605034874,6,0
670,328,53,27827.631300154226,4,1,1,103179.91445464907,6,0
671,528,66,43825.780528821495,3,0,0,36076.61413006902,6,0
672,509,31,108089.2327851057,1,0,0,78086.56793625497,6,0
673,373,76,169393.683503736,1,1,1,135886.1903613996,8,1
674,832,77,232807.07099002908,1,0,1,111286.43644237502,1,1
675,564,72,180088.12354557702,2,1,1,128815.2812131324,2,0
676,464,36,125031.86888676949,2,1,0,92443.2976236689,8,0
677,435,70,112154.99934885875,1,1,1,50544.86334857832,6,1
678,832,52,228369.73506455187,3,0,1,103073.23025795571,8,0
679,302,52,39874.16423435644,2,0,0,149554.31491251226,6,0
680,838,19,139689.95650322063,1,1,0,51559.18323469178,5,0
681,494,52,194506.20049249943,2,1,1,66220.87848735374,2,0
682,812,69,169938.30920255146,1,1,1,130292.27949483576,7,0
683,774,20,232125.68896018623,3,1,0,122217.4352524517,3,0
684,413,55,134575.30840196626,3,1,1,125304.55978665588,7,0
685,732,66,25300.905701196418,1,0,0,31841.917060336295,3,1
686,504,66,233617.6339043711,1,1,1,143829.25343137386,7,0
687,472,79,232244.12208919827,4,1,1,102043.60992225047,7,0
688,557,51,50311.03441861076,2,1,0,77627.72142530677,2,0
689,350,34,48266.86107857744,1,1,1,22823.978228969285,8,1
690,630,82,92326.75745471608,4,0,1,48220.7206979863,2,0
691,822,42,121865.05899193118,1,1,1,26432.768267687992,3,0
692,558,44,45993.03687696554,3,0,0,20753.706076228045,5,0
693,614,79,234849.22923937422,4,0,1,134195.87644932844,8,0
694,303,66,20271.225105634396,1,1,1,82280.72401824417,9,1
695,575,54,116528.88891480736,1,1,1,116770.12825347496,5,0
696,692,19,1247.1701645861144,4,0,0,40433.37159572088,9,0
697,472,60,36195.698841242076,3,1,1,115597.15190701104,4,0
698,573,47,38576.01760485127,2,1,1,101946.77878221952,4,0
699,449,36,24620.902069031585,4,0,0,133435.74970590076,2,1
700,401,78,37580.975861312785,1,1,1,20365.283398560685,1,1
701,591,69,23320.395409858225,1,1,1,45156.47285514559,4,1
702,581,36,133427.56043250224,3,1,1,102752.89091646025,5,0
703,591,27,85448.02105222024,1,0,0,72698.53017824446,8,0
704,347,39,70707.85354009524,4,1,0,99385.12059794037,5,0
705,575,31,91567.57168781165,2,1,1,95837.32828796878,5,0
706,470,65,32097.58498450474,4,0,1,71919.8623764446,9,1
707,713,69,91349.86293820011,4,1,1,46220.380623548,3,0
708,773,87,98786.91329186579,4,0,0,32638.543994230044,3,0
709,352,46,178128.85990160579,3,1,0,74781.76091590826,4,0
710,390,49,96006.25726657866,2,0,1,133729.00818910368,6,0
711,586,88,87073.15613777819,4,0,1,108433.81182228694,3,0
712,375,81,223582.950489761,2,1,1,84437.25864281188,7,0
713,694,76,68562.21218051593,4,1,1,81164.92828791401,6,0
714,330,47,141038.82799210714,3,0,1,119818.07286665021,7,0
715,382,21,16149.673870078874,4,0,1,96860.51476743945,3,0
716,690,71,3087.6096604905147,1,1,1,58625.528127195634,1,1
717,455,48,154446.64441876786,4,1,0,62968.48563723176,6,0
718,790,52,152569.0814000075,2,0,1,54220.52867039502,2,0
719,711,20,174166.88743478386,4,0,0,56325.852527367475,3,0
720,701,44,71663.65448198353,3,0,1,79778.93423482805,6,0
721,723,87,198228.2455127967,2,0,0,80643.52169129136,7,0
722,592,47,47156.674992601846,4,0,0,25999.593160111104,8,0
723,779,39,170242.73248669127,3,1,1,86296.51312615785,8,0
724,514,31,73437.73997606881,1,1,0,118656.54133623381,2,0
725,332,20,227209.24400849195,4,1,1,137484.625479114,9,0
726,612,60,217940.80744305043,4,1,1,128418.30852286043,8,0
727,307,19,20582.14576217865,3,1,1,93219.0422277041,8,0
728,645,44,242407.59860496593,1,0,1,122211.65174637966,6,0
729,626,40,171462.2569631703,1,1,0,145490.14892176876,1,0
730,783,53,11470.911113101889,3,0,0,83943.96780283115,6,0
731,710,78,191635.19772720715,4,0,0,57453.438746542764,3,0
732,502,22,98971.23021888282,3,0,1,126208.7492661238,4,0
733,662,36,170505.2092034542,2,1,1,25004.58989997906,4,0
734,543,25,243660.92912980844,2,1,1,121532.39870927123,4,0
735,320,37,11472.39059143157,4,1,0,36266.69083107448,6,0
736,542,55,234179.81337699736,4,1,0,120427.46548732878,5,0
737,618,41,129861.50321642515,1,1,1,28736.55696438961,8,0
738,597,53,44118.64963704015,3,0,1,87269.54082794877,7,0
739,764,66,84685.49032447014,4,0,0,115711.5094747929,9,0
740,354,40,247346.5068336677,1,0,0,142646.99962972832,9,0
741,659,22,9999.292662997816,3,1,0,24083.258612914375,3,0
742,738,70,153042.65423261118,3,1,1,135929.9669944052,9,0
743,577,81,62839.89583477964,2,1,0,127399.58967821082,8,0
744,328,60,46279.3943564595,4,0,0,85603.67885624937,1,1
745,721,89,226477.38581794573,1,1,1,100632.53917961853,2,1
746,447,30,134806.99983536615,4,1,1,59221.732823182894,7,0
747,672,23,37385.39573800803,4,1,1,84911.35590271183,6,0
748,400,38,68204.4178821612,4,1,0,82740.58953749712,4,0
749,693,86,63833.487326693554,3,1,0,116734.8926609359,6,0
750,715,35,62600.55976123199,1,0,1,57774.45754465065,6,0
751,514,39,195959.6164621842,2,0,1,91373.78378735115,2,0
752,569,43,154946.98187800974,4,1,1,61165.89663521154,5,0
753,423,76,159044.15869574706,1,0,1,127480.29444237037,8,1
754,323,19,68938.40443457791,1,0,0,32384.68960397695,8,0
755,507,70,214666.8883880882,3,1,1,37147.159532616795,5,0
756,822,74,64828.71537261539,2,0,1,47014.01987738345,7,0
757,410,78,5847.490198777894,4,0,0,146094.70653972967,4,1
758,704,23,176672.03717428498,1,1,1,134458.81310227473,5,0
759,589,25,85440.93847825019,2,1,0,37383.06616797377,3,0
760,586,80,158493.0217388711,2,0,0,133970.14224631124,7,0
761,748,82,206625.66986098108,1,1,0,103064.0365044223,3,0
762,321,72,164033.5168940732,2,1,1,101506.73658523428,2,1
763,712,33,194742.9802335869,4,1,0,37021.728573048975,8,0
764,589,46,172726.62084480486,3,1,1,92880.2707466239,5,0
765,681,44,67918.72168843723,1,0,0,51959.09111298154,8,0
766,301,59,132969.0698728133,1,0,1,31847.23870399024,8,0
767,376,36,62591.24489570797,2,0,1,60333.470500452146,7,0
768,515,74,17411.43650027757,4,0,0,89164.51581068832,3,0
769,825,85,124165.57989277015,1,0,0,125578.0352233075,8,0
770,327,89,224862.25740340073,1,0,1,78176.50422759369,1,1
771,520,36,238045.5521075472,4,0,0,106285.50601457828,9,0
772,627,84,18996.977377180257,3,1,0,61244.28130098146,6,0
773,563,38,57599.5085997616,3,0,1,31266.05221784688,6,0
774,477,84,116778.43661667145,3,0,1,108896.12825811405,5,0
775,533,46,104552.30972769344,4,0,1,103372.43680905215,1,0
776,612,59,75593.37620658202,4,0,1,148819.36313477063,8,0
777,357,45,213201.8569065955,2,0,0,20598.046713653228,5,0
778,537,86,61292.43537220572,3,0,0,78870.17230676253,2,0
779,418,55,221262.95262413402,4,1,1,47061.0977737416,5,0
780,399,65,123899.48070523457,1,0,0,138398.59031407762,1,1
781,421,35,16891.97160202083,3,1,1,72121.35227106322,4,0
782,385,63,23865.437713823518,4,1,0,71716.6238648752,8,1
783,486,41,120508.10865023844,4,0,1,129446.74876839694,9,0
784,831,50,30646.331250941905,4,0,1,55430.47189592618,2,0
785,516,23,64988.52221854393,1,1,1,32785.14527078103,2,0
786,618,53,4354.21307071085,3,1,1,57919.553033367505,9,0
787,838,86,190699.18005225848,3,1,0,52294.30435905352,7,0
788,617,74,236735.2482395994,2,0,1,112559.35782931953,9,0
789,506,84,48035.0810759087,4,1,1,119000.16478471398,5,0
790,808,77,77106.85191430042,1,0,0,148340.62909133278,4,0
791,539,62,173009.91134047974,2,1,0,102817.15767745761,3,0
792,525,80,49284.93169938053,1,1,0,32111.950066472156,2,1
793,485,44,185827.2296419072,2,1,0,120611.30753352096,3,0
794,419,73,58344.110911755924,1,0,0,107950.70672276856,4,1
795,709,37,35081.790535653075,3,1,0,116361.22256192168,7,0
796,775,71,54827.95339580063,4,0,1,91901.5080406592,4,0
797,810,34,199209.4987001594,3,0,1,52830.94376576046,2,0
798,609,51,60280.56444804405,2,0,1,33156.9644240233,7,0
799,754,39,67172.13308192571,2,0,1,45444.19928069846,3,0
800,376,81,144292.93942738377,1,0,0,61372.33635509422,5,1
801,684,67,223252.9256737532,2,0,1,79327.02482395273,7,0
802,462,64,24235.227674819253,1,1,1,61814.89400145812,2,1
803,526,67,98783.9832393165,1,0,1,125501.97699101656,4,0
804,522,56,18640.6342401331,3,0,0,47208.54881152567,9,0
805,617,49,84069.08253795284,3,0,1,47990.24697521601,9,0
806,657,40,25578.815788415253,2,1,1,25821.858246755706,4,0
807,807,66,247283.40122648753,3,0,1,71956.11903549045,2,0
808,841,86,35289.725533313525,3,1,1,59332.692512574904,3,0
809,763,58,47737.105591275504,4,0,1,80955.29389903034,4,0
810,457,43,33852.32271972136,2,0,0,130901.78189868723,3,0
811,306,37,168090.31816083635,4,1,1,58588.315500400124,2,0
812,720,81,105831.6889944377,1,1,1,90062.35454077358,4,0
813,666,48,229598.08019830892,2,1,1,136911.38021537615,6,0
814,339,20,229741.9562710546,1,0,0,145926.03412644303,2,1
815,397,85,176459.24874502435,1,1,0,53394.2574744626,6,1
816,430,77,77820.73475253093,1,1,0,144912.7356416465,2,1
817,846,30,100955.06559520384,4,0,0,36712.077065674704,7,0
818,829,70,10431.545724345404,2,0,0,47991.638912796756,8,0
819,549,33,89415.9396828218,4,1,0,77642.22878202546,5,0
820,755,44,50040.488984976735,4,1,0,140652.0726091597,5,0
821,426,47,245597.2096968502,2,1,0,74351.96200363847,6,0
822,700,30,98068.77558057592,1,0,0,128470.22865137202,5,0
823,534,71,134693.95336152468,4,0,1,55558.625758968985,4,0
824,367,70,180982.30058669188,1,1,1,72520.37237705162,9,1
825,626,25,105302.0340482742,4,0,0,80990.48692367875,6,0
826,814,37,203316.28812290344,1,1,1,73102.20959535424,9,0
827,648,62,107172.90245520527,2,1,1,118462.11636534019,1,0
828,485,77,54489.39767136371,3,1,0,93574.85325220546,5,0
829,710,30,248832.35433741775,1,0,0,117536.02387399884,5,0
830,460,60,185927.02897908862,3,0,0,85129.0060295292,5,0
831,308,57,11514.849960783919,2,0,0,116963.83957220709,3,0
832,601,83,23514.039937816422,3,0,0,69153.25220079577,5,0
833,385,18,244429.4574878217,3,1,1,102408.43853465721,1,0
834,757,25,56621.881518775146,3,0,1,120054.19298073766,2,0
835,466,66,131229.1730813282,1,1,0,61660.50392302979,6,1
836,576,46,24738.558426302156,1,1,1,56640.506767090985,9,0
837,753,18,84584.50523645144,2,1,1,76809.52638124942,8,0
838,359,66,237032.98636281618,2,0,0,96175.88598028364,6,0
839,464,86,173178.10801825943,1,0,0,87615.7323726961,8,1
840,769,63,61547.370719438,3,1,1,32351.138865938294,5,0
841,605,24,149092.55596239684,4,0,0,85081.61317707393,1,0
842,354,31,211789.0364655575,1,0,0,60284.48970917304,9,0
843,751,80,193518.55054467826,1,1,0,97186.96812387207,7,0
844,590,48,103980.90075880765,3,1,1,51656.268621675204,1,0
845,698,86,97040.50660060765,4,0,1,115639.94934561309,4,0
846,372,88,20768.506239652736,3,0,0,32900.00128624837,2,1
847,356,80,203598.31647377933,1,1,0,49082.71348040347,1,1
848,531,30,196976.8415117072,2,1,0,98578.19871893845,5,0
849,620,87,167408.9206020354,2,1,0,114094.60798103243,2,0
850,682,39,174328.40555753492,2,0,0,138709.42896414705,9,0
851,764,77,124739.85300876039,1,0,1,97253.39149415681,7,0
852,395,63,18084.455628523287,2,0,1,82809.68680158074,4,1
853,745,80,31381.672544461726,4,1,0,54387.695484089534,7,0
854,394,44,159713.50446278127,3,0,1,65769.26211590733,1,0
855,748,73,154374.66434643342,3,1,1,138827.99115226307,9,0
856,843,47,156893.66766304243,2,1,0,69677.21058400828,8,0
857,478,23,97866.73579975513,3,1,0,60282.677818689335,6,0
858,343,31,141360.21584564517,3,0,1,77553.92028494629,1,0
859,462,49,4432.563794987743,2,0,1,95055.33573873331,6,0
860,401,29,183159.67409584715,3,1,0,31568.688943875193,4,0
861,592,22,200555.26604126804,3,0,1,121684.72893559391,1,0
862,473,18,74596.64488245841,1,1,0,110436.33931676239,9,0
863,658,85,75522.43522262578,1,0,0,102821.44575477822,6,0
864,636,61,80349.5350901142,3,0,0,94887.27643531407,1,0
865,621,76,42271.02833163634,2,1,1,23678.487118604055,6,0
866,436,42,182067.37809412644,1,1,1,128124.5781092237,9,0
867,582,70,21798.08115617632,1,1,1,129214.9219784336,1,1
868,416,35,154966.7176155306,3,0,0,77442.96783492065,5,0
869,667,69,145871.12491895945,4,1,1,30494.99184335438,4,0
870,473,42,111190.477332188,3,1,1,71241.40487201183,7,0
871,637,74,184733.74843612977,4,1,0,140273.9414157198,6,0
